Date,Open,High,Low,Close,Volume
11/09/2020,433.0,446.47,402.0,413.24,18033547
11/10/2020,412.5035,414.45,366.28,376.01,20751949
11/11/2020,391.65,419.8,385.0,413.34,16691084
11/12/2020,427.85,435.75,419.61,428.64,14935982
11/13/2020,425.99,428.4685,396.87,403.58,11773787
11/16/2020,382.6,400.8,375.1,399.15,12054432
11/17/2020,406.29,411.5,396.32,401.63,6972081
11/18/2020,399.0,423.5,390.22,415.04,10974220
11/19/2020,408.99,427.89,407.5,414.29,8007026
11/20/2020,418.55,445.3,415.56,439.6,12586597
11/23/2020,432.01,436.513,417.88,430.28,8486030
11/24/2020,421.505,438.8323,420.01,427.55,6148416
11/25/2020,435.85,448.48,433.3301,443.72,8763739
11/27/2020,453.99,472.04,449.0,471.61,7276411
11/30/2020,485.7,486.83,460.0,478.36,16646500
12/01/2020,434.72,434.99,401.72,406.31,20916103
12/02/2020,399.0,424.55,394.57,412.86,10962837
12/03/2020,413.0,419.17,405.02,413.54,6306724
12/04/2020,409.26,418.88,408.1861,410.01,4447314
12/07/2020,411.0,416.8,405.4538,407.85,4427276
12/08/2020,408.87,419.5,406.75,412.0,5319440
12/09/2020,406.7478,409.99,381.5,385.36,8956659
12/10/2020,382.73,399.0,380.27,397.96,4572146
12/11/2020,395.35,397.3393,384.6136,397.01,4677441
12/14/2020,388.95,396.75,376.68,395.99,6820120
12/15/2020,398.505,410.32,395.08,399.43,5144653
12/16/2020,400.4861,406.5579,393.46,404.0,4158539
12/17/2020,408.72,409.03,399.56,401.62,3792528
12/18/2020,403.8,408.11,398.25,406.01,6174772
12/21/2020,418.07,427.7594,404.58,408.97,8557350
12/22/2020,408.5,413.5,396.5,409.0,4218767
12/23/2020,402.0,402.6,378.58,383.88,9554390
12/24/2020,383.88,384.88,375.0,375.17,3850734
12/28/2020,370.4,373.28,349.0197,351.39,9454792
12/29/2020,350.6597,359.9072,350.13,353.75,6080283
12/30/2020,358.42,358.7,345.4,353.4,5474464
12/31/2020,351.77,351.83,336.1,337.32,6559744
01/04/2021,340.4,363.09,339.2,359.98,8598300
01/05/2021,360.39,365.01,349.0,360.83,4983521
01/06/2021,351.0,352.94,341.92,344.41,7124614
01/07/2021,346.0,354.48,341.6,342.5,5601170
01/08/2021,345.2,350.0,340.34,349.61,5009213
01/11/2021,344.98,349.96,336.85,337.71,3360357
01/12/2021,333.2,358.9,331.1,356.81,8972461
01/13/2021,360.0,384.23,348.6512,364.63,14056546
01/14/2021,371.0,384.95,370.5,383.24,9310967
01/15/2021,397.71,404.44,382.0701,384.53,12799509
01/19/2021,391.01,396.77,385.5101,393.87,5709437
01/20/2021,399.11,399.53,378.3187,382.8,5713892
01/21/2021,383.03,387.21,372.03,382.81,5180798
01/22/2021,380.99,385.2899,376.38,383.4,2791585
01/25/2021,388.99,398.8,378.27,391.83,5178085
01/26/2021,391.08,395.8199,372.2,374.39,5151261
01/27/2021,367.5,384.2544,362.7655,370.74,4557483
01/28/2021,368.0,383.3139,363.86,378.59,3374206
01/29/2021,379.0,385.91,358.6201,372.07,3958970
02/01/2021,369.0,382.78,368.13,381.93,3443852
02/02/2021,384.5,394.89,378.6801,391.84,3780072
02/03/2021,395.79,395.79,379.0,380.47,3433077
02/04/2021,383.5,390.0,376.87,389.98,2528066
02/05/2021,387.86,420.0,387.86,419.59,9759071
02/08/2021,420.74,422.0,406.5,410.81,3737875
02/09/2021,411.6946,434.67,410.3128,430.03,5115390
02/10/2021,431.89,441.22,416.1443,431.0,4738316
02/11/2021,433.99,443.75,429.51,432.77,3502618
02/12/2021,431.52,435.0,423.13,433.11,2077846
02/16/2021,438.7965,451.77,436.7,444.51,4249151
02/17/2021,440.02,441.2,418.25,429.42,4006475
02/18/2021,426.75,428.88,414.0,417.91,2645328
02/19/2021,419.22,425.99,414.5,417.26,2195043
02/22/2021,408.5,411.72,390.6,394.34,4340255
02/23/2021,371.01,389.99,351.81,388.16,5558188
02/24/2021,383.13,388.675,375.62,385.23,3442360
02/25/2021,383.78,387.655,361.01,364.73,4585104
02/26/2021,367.95,377.094,356.1709,373.61,4702413
03/01/2021,388.66,416.2,387.01,409.66,10044698
03/02/2021,439.6,440.0,371.82,372.79,18156568
03/03/2021,383.0,383.25,339.0,341.57,15526026
03/04/2021,347.8,358.2999,333.0,343.09,10328083
03/05/2021,345.39,347.75,314.38,337.43,8255524
03/08/2021,334.99,339.35,309.0,310.93,6899076
03/09/2021,331.95,343.576,320.8,342.11,5705183
03/10/2021,347.99,355.69,333.0101,336.03,4729969
03/11/2021,347.99,357.3983,338.8,355.17,3915392
03/12/2021,342.01,350.44,338.43,346.39,2960750
03/15/2021,347.0759,351.56,343.5,350.0,1993509
03/16/2021,351.99,355.49,333.69,335.08,3333166
03/17/2021,328.57,340.54,322.66,336.65,3593229
03/18/2021,330.0,330.33,316.0,316.32,5446757
03/19/2021,316.83,327.9773,313.63,326.26,4981385
03/22/2021,329.45,333.8899,327.01,328.5,2947934
03/23/2021,330.0,347.4,329.3523,339.76,5723818
03/24/2021,338.6754,339.99,314.3504,314.96,4924523
03/25/2021,310.95,320.63,308.31,314.85,3564820
03/26/2021,312.89,320.0,306.75,319.95,3219843
03/29/2021,317.07,322.97,305.78,308.39,3041416
03/30/2021,305.0,314.88,302.32,313.19,2837135
03/31/2021,315.235,325.74,311.13,321.29,2773222
04/01/2021,325.98,338.91,325.5,326.23,2853899
04/05/2021,327.83,328.4999,313.1,323.96,3024709
04/06/2021,323.75,332.66,321.66,329.79,3767050
04/07/2021,329.11,333.44,319.23,323.08,4197653
04/08/2021,326.85,333.9899,326.0,331.28,2821481
04/09/2021,329.1025,329.82,319.42,322.65,3216481
04/12/2021,318.1,322.3799,315.19,321.51,2964475
04/13/2021,327.3584,343.7075,325.5,342.75,5298165
04/14/2021,344.72,345.02,328.63,329.2,2844896
04/15/2021,334.145,338.42,327.46,332.38,3360706
04/16/2021,330.27,333.75,326.87,329.95,2476528
04/19/2021,327.52,337.795,320.5,324.33,3131938
04/20/2021,326.73,327.55,316.3601,321.78,2282512
04/21/2021,317.01,323.11,313.5,322.76,1917537
04/22/2021,322.665,338.05,322.665,328.32,3328347
04/23/2021,331.49,338.55,328.24,336.88,2446094
04/26/2021,337.51,337.9999,329.21,336.42,2286662
04/27/2021,336.39,341.68,330.89,333.49,2208306
04/28/2021,330.24,334.7011,326.045,331.25,1437552
04/29/2021,331.16,332.5,318.89,321.1,3121077
04/30/2021,318.03,326.279,317.24,319.57,2152491
05/03/2021,320.24,321.125,311.53,313.92,2253018
05/04/2021,310.96,311.5,298.77,304.85,3727585
05/05/2021,306.53,310.9799,294.5,297.59,2582590
05/06/2021,295.2,295.2,285.6101,293.05,3369092
05/07/2021,295.437,304.697,292.71,295.24,2446247
05/10/2021,293.01,293.94,286.04,288.49,2507782
05/11/2021,273.91,302.0,273.2,300.25,4084394
05/12/2021,291.05,296.53,282.405,289.7,3419846
05/13/2021,293.98,296.61,275.8,290.16,4608514
05/14/2021,292.15,309.18,292.15,307.89,4357291
05/17/2021,304.83,311.91,301.93,308.93,2905553
05/18/2021,309.41,322.25,304.97,312.86,3311947
05/19/2021,301.58,311.51,299.0,310.46,1728378
05/20/2021,314.25,325.95,313.03,324.71,3029444
05/21/2021,328.21,329.45,316.061,316.4,2057281
05/24/2021,318.52,324.03,316.5,321.56,1855034
05/25/2021,322.71,325.51,316.08,321.28,2160143
05/26/2021,324.3,329.46,323.24,326.05,2374274
05/27/2021,324.11,331.0,317.55,326.43,3622149
05/28/2021,330.51,336.33,329.63,331.53,2745710
06/01/2021,333.33,336.14,321.7,327.72,6607106
06/02/2021,331.8841,333.7899,322.21,327.11,6252059
06/03/2021,320.1135,325.83,318.25,319.01,3107262
06/04/2021,321.5909,338.99,319.77,336.0,5604900
06/07/2021,332.67,344.93,331.1225,342.66,4538681
06/08/2021,343.0,350.15,339.22,341.26,2842679
06/09/2021,330.63,340.34,330.23,333.63,2721234
06/10/2021,332.05,346.88,331.0,346.5,2809175
06/11/2021,347.64,367.96,345.1001,366.4,6783411
06/14/2021,361.87,369.5773,359.3989,365.91,3444302
06/15/2021,364.5,364.5,357.048,359.0,2587908
06/16/2021,357.815,366.83,355.41,361.83,2669178
06/17/2021,358.205,374.52,358.205,372.95,3416645
06/18/2021,374.01,379.89,370.93,374.24,4569088
06/21/2021,368.78,372.6244,363.2901,369.25,1896884
06/22/2021,368.51,377.0,368.5,374.65,1998979
06/23/2021,375.0,382.71,373.9901,376.92,2358930
06/24/2021,378.45,382.5,372.3201,373.4,2438864
06/25/2021,374.07,374.08,364.08,372.47,3647178
06/28/2021,375.94,393.33,374.5,388.86,3459901
06/29/2021,388.85,395.44,382.77,394.73,2582740
06/30/2021,395.0,395.4322,385.54,387.03,2249364
07/01/2021,386.12,390.11,382.0,386.48,1468446
07/02/2021,390.48,398.72,386.5501,388.89,2066642
07/06/2021,392.58,403.47,391.5601,401.12,3436160
07/07/2021,403.86,406.48,393.3,393.91,2026580
07/08/2021,386.0,390.5,377.5,386.01,2748854
07/09/2021,381.02,387.5299,377.7923,385.08,1918192
07/12/2021,385.41,390.88,378.27,379.12,1902545
07/13/2021,379.04,384.5,375.41,378.39,1757416
07/14/2021,380.8,381.31,360.45,360.61,2599594
07/15/2021,363.93,368.5755,355.35,356.81,2399727
07/16/2021,359.87,365.5,354.34,361.97,1887136
07/19/2021,356.3299,357.5,343.82,354.2,7787637
07/20/2021,357.825,359.24,347.08,355.81,4061077
07/21/2021,355.34,355.8,348.3331,352.97,2953384
07/22/2021,357.03,367.1,356.21,361.39,3096011
07/23/2021,361.6,362.5,351.0,359.23,2874302
07/26/2021,366.48,375.83,362.5,373.14,3842000
07/27/2021,374.76,377.6994,357.87,367.54,3079957
07/28/2021,368.4806,374.145,364.23,369.49,1870739
07/29/2021,376.07,396.8946,375.0,386.02,6662141
07/30/2021,380.51,392.0,377.53,378.1,2872548
08/02/2021,378.0,382.4199,364.0,378.96,3163580
08/03/2021,378.13,385.62,371.5893,374.88,2190911
08/04/2021,376.88,403.0,376.5,400.58,5563798
08/05/2021,395.7325,404.3478,391.82,398.68,3427584
08/06/2021,392.3,395.0,380.7,383.47,3092007
08/09/2021,384.93,385.4999,378.2,383.34,2306576
08/10/2021,385.7,392.78,371.58,372.55,2806522
08/11/2021,374.92,375.98,352.745,358.56,3510796
08/12/2021,358.34,364.15,355.02,362.86,2063812
08/13/2021,362.22,363.39,353.59,355.24,1745629
08/16/2021,354.6,355.0,342.57,348.41,2407434
08/17/2021,345.5,349.46,341.2957,345.54,1991482
08/18/2021,345.5,346.97,339.05,340.93,2092661
08/19/2021,336.24,337.99,331.45,332.38,2475954
08/20/2021,333.45,344.36,333.45,336.86,2356240
08/23/2021,338.225,342.4899,336.79,341.3,2147316
08/24/2021,344.4158,346.33,337.76,340.25,1778083
08/25/2021,341.64,344.0499,336.791,337.74,2039229
08/26/2021,350.75,357.93,340.25,340.63,4849031
08/27/2021,343.88,344.7797,337.65,340.81,3096215
08/30/2021,341.7,348.3,339.65,347.5,10094423
08/31/2021,294.0,295.8699,288.3,289.5,34582851
09/01/2021,292.85,299.4,290.05,290.86,14996030
09/02/2021,292.8,296.6899,290.41,295.09,6652997
09/03/2021,295.325,301.805,292.03,298.29,6131395
09/07/2021,298.295,300.98,294.8,299.96,4256775
09/08/2021,299.55,299.96,290.53,293.6,3934430
09/09/2021,292.16,297.57,291.13,295.86,3350142
09/10/2021,296.91,306.2634,296.81,301.5,6094949
09/13/2021,300.16,300.275,289.82,290.24,4916085
09/14/2021,290.3375,291.88,280.92,281.44,6036816
09/15/2021,282.33,283.07,277.02,279.12,4647403
09/16/2021,277.68,279.2899,273.5,278.22,4676349
09/17/2021,279.79,287.78,278.37,287.68,5423407
09/20/2021,278.65,285.0,276.91,280.67,3905341
09/21/2021,281.0271,281.17,275.065,278.24,4168329
09/22/2021,276.2,279.39,275.25,277.95,2973663
09/23/2021,279.91,280.3592,275.45,276.19,2867881
09/24/2021,274.64,275.9,267.1906,272.36,4051722
09/27/2021,269.49,275.24,266.11,272.88,3084096
09/28/2021,269.49,270.615,259.8,261.89,5212907
09/29/2021,262.32,266.86,256.88,257.41,4316320
09/30/2021,257.3873,264.879,255.25,261.5,4733067
10/01/2021,268.7714,274.57,262.7,267.51,8664771
10/04/2021,264.24,264.5734,253.41,259.58,5004600
10/05/2021,259.84,262.74,256.85,257.12,3712081
10/06/2021,251.3,257.88,250.11,253.65,3905535
10/07/2021,254.43,258.48,253.81,256.27,2672193
10/08/2021,257.23,260.54,253.633,255.05,2265296
10/11/2021,252.18,258.41,252.0,253.97,1722495
10/12/2021,255.27,257.34,253.1,255.49,3061119
10/13/2021,257.74,268.28,257.3038,266.24,3770608
10/14/2021,270.5,274.0,266.84,267.01,3066928
10/15/2021,267.0,267.98,264.2526,266.32,2796397
10/18/2021,265.67,274.83,265.5,274.23,2649167
10/19/2021,274.53,279.81,273.83,276.4,2379428
10/20/2021,277.35,280.2,272.675,275.71,1740728
10/21/2021,273.64,278.14,272.6,274.78,1496567
10/22/2021,283.51,286.66,276.12,277.58,3320476
10/25/2021,276.04,282.98,275.72,279.79,2925569
10/26/2021,283.33,286.94,277.77,278.7,2421967
10/27/2021,278.94,282.48,272.25,272.81,3104808
10/28/2021,271.16,278.26,269.21,276.58,1594774
10/29/2021,272.02,276.614,271.5975,274.65,1493807
11/01/2021,273.2,279.47,271.3444,278.94,2773158
11/02/2021,281.0959,286.45,276.27,280.29,2092710
11/03/2021,280.22,286.05,274.025,285.66,2435759
11/04/2021,286.2182,291.31,280.73,282.2,1986800
11/05/2021,267.1,275.64,259.77,264.7,5420965
11/08/2021,262.65,263.18,257.94,259.9,3944114
11/09/2021,260.99,265.66,257.57,258.4,3022512
11/10/2021,257.01,259.47,249.0,251.26,4903872
11/11/2021,251.27,253.19,245.16,247.6,3286194
11/12/2021,248.38,255.14,245.53,254.97,3173610
11/15/2021,255.0,265.33,255.0,263.71,3994862
11/16/2021,263.0,268.88,261.21,264.49,1972023
11/17/2021,264.0,266.19,261.52,263.71,2417296
11/18/2021,260.88,263.5,254.58,255.75,2360160
11/19/2021,262.24,265.23,249.33,251.3,3882732
11/22/2021,249.26,251.7,238.2,242.28,8012833
11/23/2021,218.05,218.61,195.8,206.64,25297461
11/24/2021,203.8967,211.5,202.0201,208.3,9218637
11/26/2021,235.7,235.97,219.21,220.21,10808625
11/29/2021,216.43,219.36,208.46,218.98,7035440
11/30/2021,220.66,221.405,207.4,211.41,5916217
12/01/2021,211.42,211.5,196.2664,197.71,7587130
12/02/2021,195.44,198.49,188.37,191.75,6610833
12/03/2021,187.73,187.83,177.12,183.92,8934232
12/06/2021,180.635,186.13,175.27,185.84,4157872
12/07/2021,187.85,190.865,185.58,189.06,3988298
12/08/2021,188.29,195.98,184.3,194.86,3320757
12/09/2021,195.165,198.51,185.65,188.27,3797215
12/10/2021,188.27,191.36,183.91,185.25,2174579
12/13/2021,181.86,188.97,181.0,184.57,2767816
12/14/2021,180.57,183.42,178.8,181.94,3511246
12/15/2021,181.13,185.465,174.66,183.73,4792266
12/16/2021,183.79,185.72,177.0,182.4,4224447
12/17/2021,184.12,201.69,183.355,199.74,10512603
12/20/2021,205.0,205.22,197.02,197.97,7774054
12/21/2021,199.04,200.53,191.67,199.42,4246782
12/22/2021,197.05,200.25,190.42,193.13,2865894
12/23/2021,191.0,193.41,186.65,191.65,3106628
12/27/2021,189.54,190.44,185.66,187.44,3070994
12/28/2021,186.6,190.63,183.09,183.77,3132495
12/29/2021,184.0,185.2144,179.785,181.81,2565682
12/30/2021,182.32,192.91,180.84,190.52,4141928
12/31/2021,189.2,191.6106,183.62,183.91,2817386
01/03/2022,184.44,184.91,177.24,184.26,3175166
01/04/2022,183.32,183.555,172.1,179.85,5269802
01/05/2022,175.975,183.67,174.29,174.88,3772259
01/06/2022,173.09,181.88,171.23,176.33,4002529
01/07/2022,176.05,180.67,170.72,171.6,3089411
01/10/2022,169.32,173.23,164.9,172.56,3502327
01/11/2022,172.15,178.88,169.45,175.97,2410998
01/12/2022,177.0,179.9,169.7,170.65,2704254
01/13/2022,170.1,170.39,162.0,162.1,4612516
01/14/2022,161.42,164.89,156.88,159.72,4700697
01/18/2022,156.324,162.9799,156.0,157.7,4364412
01/19/2022,158.65,162.99,156.94,157.23,3305196
01/20/2022,159.55,163.48,155.65,155.81,3710654
01/21/2022,153.98,156.91,147.11,147.66,5722561
01/24/2022,141.68,153.24,138.91,152.95,8235232
01/25/2022,150.0,152.14,142.12,145.89,5122217
01/26/2022,150.0275,152.0,138.89,140.33,4888340
01/27/2022,143.6,143.81,136.1699,136.81,3580275
01/28/2022,137.58,143.89,134.7,143.81,3682700
01/31/2022,146.67,154.34,145.9,154.28,4960859
02/01/2022,155.23,155.95,150.07,155.68,3315996
02/02/2022,155.79,156.05,146.58,148.11,3063437
02/03/2022,144.072,146.45,137.35,137.94,3355981
02/04/2022,139.3,145.21,136.92,144.1,3457854
02/07/2022,144.59,147.48,139.78,141.44,2531119
02/08/2022,139.36,143.19,137.2801,142.69,2565110
02/09/2022,146.49,149.81,143.9,149.6,3067123
02/10/2022,145.78,152.69,144.29,145.72,3348835
02/11/2022,146.965,150.48,140.16,141.24,2690370
02/14/2022,142.42,147.74,141.1101,142.09,2538889
02/15/2022,144.44,147.145,141.1,146.9,3043753
02/16/2022,144.49,144.69,136.395,138.51,3928926
02/17/2022,137.63,137.735,128.93,129.38,4944736
02/18/2022,130.13,131.94,124.71,126.96,5435014
02/22/2022,125.055,130.73,124.98,126.61,4445964
02/23/2022,127.99,128.15,120.1,120.1,4634693
02/24/2022,114.74,128.74,114.26,126.97,6998541
02/25/2022,129.05,129.06,120.02,125.32,5242599
02/28/2022,126.79,135.09,125.1,132.6,12033137
03/01/2022,128.57,136.0,122.13,122.78,11541560
03/02/2022,122.25,122.89,114.52,121.61,7224285
03/03/2022,122.0,122.06,111.95,113.11,6211452
03/04/2022,114.1,116.19,108.43,108.94,6227090
03/07/2022,111.13,115.24,107.72,107.88,6240205
03/08/2022,106.67,114.29,105.0001,108.49,5581784
03/09/2022,111.84,111.84,108.06,109.08,6427507
03/10/2022,105.835,106.9,101.055,103.33,5030777
03/11/2022,103.48,103.49,97.9,98.12,6454629
03/14/2022,97.5,102.16,94.51,94.64,6715662
03/15/2022,96.09,100.595,95.26,98.97,7001747
03/16/2022,100.55,106.88,100.17,106.84,8003038
03/17/2022,106.46,111.33,105.0,111.29,4967538
03/18/2022,109.49,117.8399,109.21,116.28,8521832
03/21/2022,115.01,119.89,113.35,116.87,5941501
03/22/2022,116.01,122.24,115.4,119.8,5003148
03/23/2022,117.215,120.27,115.95,116.81,3443344
03/24/2022,117.35,117.78,113.97,117.75,3332021
03/25/2022,117.13,117.58,112.45,113.93,4217677
03/28/2022,114.87,118.31,113.63,117.45,3289344
03/29/2022,119.9765,126.53,119.9765,126.26,4757130
03/30/2022,124.26,127.37,121.23,122.39,3987789
03/31/2022,122.75,122.81,117.16,117.23,2903091
04/01/2022,117.56,120.496,116.11,118.02,2793292
04/04/2022,119.39,124.99,118.33,124.28,3081278
04/05/2022,123.92,126.44,120.43,122.02,4906459
04/06/2022,118.03,118.56,113.34,116.09,5161483
04/07/2022,115.14,118.12,111.33,114.32,3498047
04/08/2022,112.37,113.27,109.3876,110.9,3953271
04/11/2022,107.91,111.11,106.4123,109.05,3902782
04/12/2022,111.69,114.7,106.24,106.58,3249599
04/13/2022,106.3,115.825,105.16,114.89,4677812
04/14/2022,114.66,114.66,110.14,110.31,4499615
04/18/2022,109.73,109.93,103.62,105.74,4152455
04/19/2022,105.44,112.33,104.0746,111.18,3289391
04/20/2022,109.53,109.91,103.4,103.7,4512050
04/21/2022,105.2,108.49,100.55,100.95,4395301
04/22/2022,101.155,104.99,99.3,100.17,3784423
04/25/2022,99.51,103.09,98.9002,102.44,2724189
04/26/2022,100.75,101.68,96.0,98.36,3786042
04/27/2022,97.69,102.04,97.297,97.62,3522690
04/28/2022,98.1,103.92,95.72,102.56,3585167
04/29/2022,102.67,107.84,99.395,99.57,3608956
05/02/2022,99.15,105.08,98.17,104.79,3164651
05/03/2022,104.11,106.99,102.13,103.53,2103242
05/04/2022,103.96,109.34,99.3,108.98,3750963
05/05/2022,107.13,107.36,99.32,100.84,3661612
05/06/2022,100.49,102.03,94.01,96.38,4635546
